"product_name","order_date","sales_per_quantity"
"Contemporary Borderless Frame","2017-11-30","8.61"
"Contemporary Wood/Metal Frame","2017-06-19","12.927999999999999"
"Contemporary Wood/Metal Frame","2017-11-23","6.464"
"Contico 72H Heavy-Duty Storage System","2017-09-15","40.98"
"Contract Clock  14  Brown","2017-07-20","8.792"
"Contract Clock  14  Brown","2017-08-18","21.98"
"Contract Clock  14  Brown","2017-12-10","17.584"
"Convenience Packs of Business Envelopes","2017-08-27","2.896"
"Convenience Packs of Business Envelopes","2017-09-18","3.6199999999999997"
"Convenience Packs of Business Envelopes","2017-12-10","3.6199999999999997"
"Crate-A-Files","2017-03-04","8.72"
"Crate-A-Files","2017-09-02","10.9"
"Crate-A-Files","2017-10-19","10.9"
"Crate-A-Files","2017-12-22","8.72"
"Crayola Anti Dust Chalk  12/Pack","2017-01-30","1.82"
"Crayola Anti Dust Chalk  12/Pack","2017-07-16","1.456"
"Crayola Anti Dust Chalk  12/Pack","2017-09-04","1.456"
"Crayola Anti Dust Chalk  12/Pack","2017-11-24","1.8199999999999998"
"Crayola Colored Pencils","2017-07-08","3.28"
"Crayola Colored Pencils","2017-07-14","2.6239999999999997"
"Crayola Colored Pencils","2017-12-09","2.624"
"Cubify CubeX 3D Printer Double Head Print","2017-04-01","2399.992"
"Cubify CubeX 3D Printer Triple Head Print","2017-11-04","1999.995"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","2017-06-02","2.97"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","2017-11-12","3.96"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","2017-12-28","4.95"
"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","2017-12-05","10.392"
"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","2017-12-10","12.99"
"Dana Halogen Swing-Arm Architect Lamp","2017-09-28","32.776"
"Dana Swing-Arm Lamps","2017-06-12","8.544"
"DataProducts Ampli Magnifier Task Lamp  Black ","2017-09-07","27.060000000000002"
"DataProducts Ampli Magnifier Task Lamp  Black ","2017-11-26","27.060000000000002"
"DAX Black Cherry Wood-Tone Poster Frame","2017-03-28","26.48"
"DAX Black Cherry Wood-Tone Poster Frame","2017-09-08","10.592"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","2017-01-14","9.48"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","2017-08-21","7.584"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","2017-12-18","9.48"
"Dax Clear Box Frame","2017-10-02","8.73"
"Dax Clear Box Frame","2017-10-13","3.4920000000000004"
"Dax Clear Box Frame","2017-11-06","8.73"
"Dax Clear Box Frame","2017-11-11","8.73"
"DAX Clear Channel Poster Frame","2017-10-05","14.580000000000002"
"DAX Copper Panel Document Frame  5 x 7 Size","2017-06-19","12.58"
"DAX Copper Panel Document Frame  5 x 7 Size","2017-09-07","12.58"
"DAX Cubicle Frames - 8x10","2017-09-02","5.77"
"DAX Cubicle Frames - 8x10","2017-11-16","5.77"
"DAX Cubicle Frames  8-1/2 x 11","2017-05-12","8.57"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","2017-01-28","12.58"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","2017-06-29","12.58"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","2017-08-21","12.58"
"DAX Metal Frame  Desktop  Stepped-Edge","2017-08-18","20.24"
"DAX Metal Frame  Desktop  Stepped-Edge","2017-10-30","8.096"
"DAX Natural Wood-Tone Poster Frame","2017-03-23","26.48"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","2017-04-23","9.48"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","2017-09-15","9.48"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","2017-12-16","9.48"
"DAX Two-Tone Silver Metal Document Frame","2017-09-07","20.24"
"DAX Two-Tone Silver Metal Document Frame","2017-10-12","20.24"
"DAX Two-Tone Silver Metal Document Frame","2017-12-03","16.192"
"DAX Value U-Channel Document Frames  Easel Back","2017-01-29","4.97"
"DAX Value U-Channel Document Frames  Easel Back","2017-04-26","1.988"
"DAX Value U-Channel Document Frames  Easel Back","2017-08-18","4.97"
"DAX Wood Document Frame","2017-04-17","20.104"
"DAX Wood Document Frame","2017-05-28","13.73"
"DAX Wood Document Frame","2017-08-12","13.73"
"DAX Wood Document Frame","2017-11-26","13.73"
"DAX Wood Document Frame","2017-12-13","25.13"
"DAX Wood Document Frame","2017-12-23","13.73"
"DAX Wood Document Frame.","2017-10-20","10.984"
"DAX Wood Document Frame.","2017-12-07","13.729999999999999"
"Decoflex Hanging Personal Folder File","2017-11-06","15.42"
"Decoflex Hanging Personal Folder File  Blue","2017-09-08","12.336"
"Decoflex Hanging Personal Folder File  Blue","2017-11-18","15.42"
"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","2017-10-23","105.34"
"Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting","2017-04-01","42.65"
"Deflect-o EconoMat Nonstudded  No Bevel Mat","2017-11-13","51.65"
"Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","2017-08-03","41.32"
"Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","2017-09-09","33.056"
"Deflect-o Glass Clear Studded Chair Mats","2017-12-17","62.18"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","2017-02-11","73.784"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","2017-06-24","92.23"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","2017-07-05","36.892"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","2017-07-14","92.23"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","2017-11-28","73.784"
"Deflect-o SuperTray Unbreakable Stackable Tray  Letter  Black","2017-07-08","29.18"
"Deluxe Chalkboard Eraser Cleaner","2017-03-18","11.55"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","2017-06-21","6.876"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","2017-11-11","4.584"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","2017-12-19","18.336"
"Deluxe Rollaway Locking File with Drawer","2017-04-20","332.704"
"Deluxe Rollaway Locking File with Drawer","2017-10-20","332.704"
"Deluxe Rollaway Locking File with Drawer","2017-11-17","415.88000000000005"
"Design Ebony Sketching Pencil","2017-10-01","1.1119999999999999"
"Design Ebony Sketching Pencil","2017-12-22","1.39"
"Desktop 3-Pocket Hot File","2017-03-11","43.28"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","2017-07-21","35.094"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","2017-12-11","58.49"
"Digium D40 VoIP phone","2017-03-06","103.192"
"Digium D40 VoIP phone","2017-07-09","128.99"
"Digium D40 VoIP phone","2017-10-08","103.192"
"Digium D40 VoIP phone","2017-10-19","77.394"
"Disposable Triple-Filter Dust Bags","2017-02-20","4.37"
"Dixon My First Ticonderoga Pencil  #2","2017-05-30","5.8500000000000005"
"DIXON Oriole Pencils","2017-09-04","2.064"
"DIXON Oriole Pencils","2017-11-13","2.064"
"DIXON Oriole Pencils","2017-11-25","2.58"
"Dixon Prang Watercolor Pencils  10-Color Set with Brush","2017-06-15","4.26"
"Dixon Ticonderoga Core-Lock Colored Pencils","2017-05-06","9.11"
"Dixon Ticonderoga Core-Lock Colored Pencils","2017-10-22","9.11"
"Dixon Ticonderoga Core-Lock Colored Pencils  48-Color Set","2017-02-17","29.24"
"DIXON Ticonderoga Erasable Checking Pencils","2017-12-04","4.4639999999999995"
"Dixon Ticonderoga Erasable Colored Pencil Set  12-Color","2017-04-11","5.9799999999999995"
"Dixon Ticonderoga Maple Cedar Pencil  #2","2017-11-12","3.0700000000000003"
"Dixon Ticonderoga Pencils","2017-03-19","2.98"
"DMI Arturo Collection Mission-style Design Wood Chair","2017-04-20","105.68599999999999"
"DMI Arturo Collection Mission-style Design Wood Chair","2017-09-10","120.78399999999999"
"DMI Arturo Collection Mission-style Design Wood Chair","2017-12-01","105.68599999999999"
"DMI Arturo Collection Mission-style Design Wood Chair","2017-12-24","135.882"
"DMI Arturo Collection Mission-style Design Wood Chair","2017-12-29","150.98"
"DMI Eclipse Executive Suite Bookcases","2017-06-25","400.784"
"DMI Eclipse Executive Suite Bookcases","2017-11-25","119.83300000000001"
"Document Clip Frames","2017-11-02","8.34"
"Dot Matrix Printer Tape Reel Labels  White  5000/Box","2017-07-08","98.31"
"Dot Matrix Printer Tape Reel Labels  White  5000/Box","2017-09-24","78.648"
"Dual Level  Single-Width Filing Carts","2017-01-02","124.048"
"Dual Level  Single-Width Filing Carts","2017-03-16","155.06"
"Dual Level  Single-Width Filing Carts","2017-06-30","155.06"
"Durable Pressboard Binders","2017-10-09","3.0399999999999996"
"DXL Angle-View Binders with Locking Rings  Black","2017-05-12","4.792"
"DXL Angle-View Binders with Locking Rings  Black","2017-12-24","4.792"
"DXL Angle-View Binders with Locking Rings by Samsill","2017-01-30","7.71"
"DXL Angle-View Binders with Locking Rings by Samsill","2017-03-09","6.168"
"DXL Angle-View Binders with Locking Rings by Samsill","2017-05-04","2.313"
"DXL Angle-View Binders with Locking Rings by Samsill","2017-08-24","6.168"
"DXL Angle-View Binders with Locking Rings by Samsill","2017-08-27","6.168"
"DYMO CardScan Personal V9 Business Card Scanner","2017-11-10","47.997"
"DYMO CardScan Personal V9 Business Card Scanner","2017-12-24","159.99"
"Easy-staple paper","2017-03-02","11.340000000000002"
"Easy-staple paper","2017-03-20","28.352"
"Easy-staple paper","2017-04-06","35.44"
"Easy-staple paper","2017-06-08","28.352"
"Easy-staple paper","2017-06-09","12.28"
"Easy-staple paper","2017-07-08","19.33"
"Easy-staple paper","2017-09-07","8.112"
"Easy-staple paper","2017-09-17","35.44"
"Easy-staple paper","2017-10-13","21.104"
"Easy-staple paper","2017-10-19","9.824"
"Easy-staple paper","2017-10-27","8.112"
"Easy-staple paper","2017-11-05","55.98"
"Easy-staple paper","2017-11-06","14.347999999999999"
"Easy-staple paper","2017-12-09","4.9799999999999995"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","2017-03-21","55.48"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","2017-09-12","55.48"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","2017-11-05","55.48"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","2017-11-28","44.384"
"Eberhard Faber 3 1/2 Golf Pencils","2017-03-13","5.952"
"Eberhard Faber 3 1/2 Golf Pencils","2017-05-14","7.44"
"Eberhard Faber 3 1/2 Golf Pencils","2017-08-27","5.952"
"Eberhard Faber 3 1/2 Golf Pencils","2017-09-10","7.44"
"Economy #2 Pencils","2017-10-17","2.66"
"Economy Binders","2017-03-06","1.6640000000000001"
"Economy Binders","2017-12-09","1.456"
"Economy Rollaway Files","2017-07-30","165.2"
"Economy Rollaway Files","2017-12-24","132.16"
"Eldon 200 Class Desk Accessories","2017-05-25","6.28"
"Eldon 200 Class Desk Accessories","2017-07-25","5.024"
"Eldon 200 Class Desk Accessories","2017-11-27","6.28"
"Eldon 200 Class Desk Accessories  Burgundy","2017-06-03","5.024"
"Eldon 200 Class Desk Accessories  Burgundy","2017-07-14","6.28"
"Eldon 200 Class Desk Accessories  Burgundy","2017-09-02","5.024"
"Eldon 200 Class Desk Accessories  Smoke","2017-07-10","6.28"
"Eldon 200 Class Desk Accessories  Smoke","2017-10-23","6.28"
"Eldon 300 Class Desk Accessories  Black","2017-06-06","4.95"
"Eldon 400 Class Desk Accessories  Black Carbon","2017-05-27","8.75"
"Eldon 400 Class Desk Accessories  Black Carbon","2017-10-23","8.75"
"Eldon 400 Class Desk Accessories  Black Carbon","2017-12-14","8.75"
"Eldon 400 Class Desk Accessories  Black Carbon","2017-12-25","7"
"Eldon Advantage Chair Mats for Low to Medium Pile Carpets","2017-05-02","43.31"
"Eldon Advantage Foldable Chair Mats for Low Pile Carpets","2017-04-21","54.199999999999996"
"Eldon Advantage Foldable Chair Mats for Low Pile Carpets","2017-09-03","21.68"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","2017-02-02","105.29"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","2017-06-26","105.29"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","2017-07-09","105.29"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","2017-02-03","22.2"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","2017-04-20","22.2"
"Eldon Delta Triangular Chair Mat  52 x 58  Clear","2017-07-27","30.343999999999998"
"Eldon Delta Triangular Chair Mat  52 x 58  Clear","2017-12-24","37.93"
"Eldon Executive Woodline II Cherry Finish Desk Accessories","2017-05-29","16.356"
"Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","2017-10-21","15.232"
"Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","2017-11-12","7.616"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","2017-03-27","7.504"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","2017-04-08","9.38"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","2017-09-16","7.5040000000000004"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Pewter & Cherry","2017-09-09","8.512"
"Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood","2017-01-16","6.98"
"Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood","2017-12-05","6.98"
"Eldon Expressions Wood Desk Accessories  Oak","2017-03-21","7.38"
"Eldon Expressions Wood Desk Accessories  Oak","2017-06-12","2.952"
"Eldon Expressions Wood Desk Accessories  Oak","2017-10-02","5.904"
"Eldon Expressions Wood Desk Accessories  Oak","2017-12-10","7.38"
"Eldon Fold N Roll Cart System","2017-01-07","13.98"
"Eldon Gobal File Keepers","2017-06-03","15.139999999999999"
"Eldon Gobal File Keepers","2017-10-30","15.14"
"Eldon Gobal File Keepers","2017-12-09","15.14"
"Eldon Image Series Black Desk Accessories","2017-11-02","3.312"
"Eldon Image Series Black Desk Accessories","2017-11-16","4.14"
"Eldon Image Series Desk Accessories  Burgundy","2017-02-16","7.692"
"Eldon Image Series Desk Accessories  Burgundy","2017-09-12","4.18"
"Eldon Image Series Desk Accessories  Burgundy","2017-11-28","4.18"
"Eldon Image Series Desk Accessories  Burgundy","2017-12-03","3.344"
"Eldon Imàge Series Desk Accessories  Clear","2017-04-23","3.888"
"Eldon Image Series Desk Accessories  Ebony","2017-10-02","9.88"
"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","2017-12-28","23.65"
"Eldon Portable Mobile Manager","2017-07-31","28.28"
"Eldon Portable Mobile Manager","2017-11-18","28.28"
"Eldon Portable Mobile Manager","2017-11-21","28.28"
"Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black","2017-09-15","19.31"
"Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black","2017-11-13","15.448"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","2017-08-13","31.984"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","2017-11-16","39.98"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","2017-12-05","39.980000000000004"
"Eldon Regeneration Recycled Desk Accessories  Smoke","2017-08-23","1.392"
"Eldon Shelf Savers Cubes and Bins","2017-06-26","6.98"
"Eldon Shelf Savers Cubes and Bins","2017-10-30","5.584"
"Eldon Shelf Savers Cubes and Bins","2017-11-16","6.9799999999999995"
"Eldon Simplefile Box Office","2017-10-13","9.952"
"Eldon Simplefile Box Office","2017-12-22","12.44"
"Eldon Spacemaker Box  Quick-Snap Lid  Clear","2017-06-25","2.672"
"Eldon Spacemaker Box  Quick-Snap Lid  Clear","2017-10-20","3.34"
"Eldon Stackable Tray  Side-Load  Legal  Smoke","2017-04-22","9.14"
"Eldon Stackable Tray  Side-Load  Legal  Smoke","2017-05-14","9.14"
"Eldon Wave Desk Accessories","2017-05-29","2.08"
"Eldon Wave Desk Accessories","2017-09-09","4.712"
"Eldon Wave Desk Accessories","2017-09-25","5.89"
"Eldon Wave Desk Accessories","2017-11-09","5.89"
"Eldon Wave Desk Accessories","2017-12-01","5.890000000000001"
"Electrix Architects Clamp-On Swing Arm Lamp  Black","2017-05-27","95.46000000000001"
"Electrix Fluorescent Magnifier Lamps & Weighted Base","2017-08-29","49.34"
"Electrix Halogen Magnifier Lamp","2017-12-10","155.44"
"Electrix Halogen Magnifier Lamp","2017-12-11","77.72"
"Elite 5 Scissors","2017-12-03","6.76"
"Enermax Aurora Lite Keyboard","2017-11-05","78.15"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","2017-06-29","20.77"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","2017-11-27","20.77"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","2017-12-11","16.616"
"Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","2017-11-13","93.285"
"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac","2017-06-08","0.812"
"Eureka Recycled Copy Paper 8 1/2 x 11  Ream","2017-09-07","5.184"
"Eureka Sanitaire  Commercial Upright","2017-12-17","33.142"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags","2017-06-01","3.496"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags","2017-06-03","3.496"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags","2017-07-21","4.37"
"Eureka The Boss Cordless Rechargeable Stick Vac","2017-05-06","50.98"
"Eureka The Boss Cordless Rechargeable Stick Vac","2017-09-07","40.784"
"Eureka The Boss Cordless Rechargeable Stick Vac","2017-12-05","50.980000000000004"
"Eureka The Boss Lite 10-Amp Upright Vacuum  Blue","2017-11-10","80.16"
"Eureka The Boss Lite 10-Amp Upright Vacuum  Blue","2017-12-07","80.16"
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","2017-11-04","83.72"
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","2017-12-30","104.65"
"Euro Pro Shark Stick Mini Vacuum","2017-03-10","48.784"
"Euro Pro Shark Stick Mini Vacuum","2017-09-23","12.196"
"Executive Impressions 12 Wall Clock","2017-04-20","14.136000000000001"
"Executive Impressions 12 Wall Clock","2017-11-06","14.136"
"Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock","2017-11-19","18.7"
"Executive Impressions 14","2017-06-30","22.23"
"Executive Impressions 14 Contract Wall Clock","2017-02-20","22.23"
"Executive Impressions 14 Contract Wall Clock","2017-11-11","17.784"
"Executive Impressions 14 Two-Color Numerals Wall Clock","2017-10-15","22.72"
"Executive Impressions 14 Two-Color Numerals Wall Clock","2017-12-23","18.176"
"Executive Impressions 16-1/2 Circular Wall Clock","2017-03-11","26.72"
"Executive Impressions Supervisor Wall Clock","2017-06-27","42.1"
"Executive Impressions Supervisor Wall Clock","2017-10-16","42.099999999999994"
"Executive Impressions Supervisor Wall Clock","2017-11-26","42.1"
"Faber Castell Col-Erase Pencils","2017-04-15","4.89"
"Faber Castell Col-Erase Pencils","2017-04-30","4.89"
"Fashion Color Clasp Envelopes","2017-05-14","5.41"
"Fellowes 8 Outlet Superior Workstation Surge Protector","2017-05-28","41.71"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","2017-03-31","6.723999999999999"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","2017-07-11","33.62"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","2017-08-23","26.896"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","2017-11-02","33.62"
"Fellowes Advanced Computer Series Surge Protectors","2017-12-02","26.49"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","2017-07-25","51.984"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","2017-11-24","51.984"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","2017-12-10","64.97999999999999"
"Fellowes Bankers Box Stor/Drawer Steel Plus","2017-02-20","25.584"
"Fellowes Bankers Box Stor/Drawer Steel Plus","2017-05-12","25.584"
"Fellowes Bankers Box Stor/Drawer Steel Plus","2017-09-29","25.584"
"Fellowes Bankers Box Stor/Drawer Steel Plus","2017-11-18","31.98"
"Fellowes Bankers Box Stor/Drawer Steel Plus","2017-12-25","31.98"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","2017-02-17","33.29"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","2017-08-03","33.29"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","2017-09-09","33.29"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","2017-11-16","33.29"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","2017-11-24","33.29"
"Fellowes Basic Home/Office Series Surge Protectors","2017-03-18","12.98"
"Fellowes Basic Home/Office Series Surge Protectors","2017-05-13","10.384"
"Fellowes Basic Home/Office Series Surge Protectors","2017-05-20","12.98"
"Fellowes Basic Home/Office Series Surge Protectors","2017-09-02","12.98"
"Fellowes Basic Home/Office Series Surge Protectors","2017-09-12","12.98"
"Fellowes Basic Home/Office Series Surge Protectors","2017-12-01","10.384"
"Fellowes Binding Cases","2017-04-01","9.360000000000001"
"Fellowes Binding Cases","2017-06-17","2.34"
"Fellowes Black Plastic Comb Bindings","2017-02-03","1.743"
"Fellowes Black Plastic Comb Bindings","2017-04-30","4.648"
"Fellowes Black Plastic Comb Bindings","2017-12-05","4.648"
"Fellowes Command Center 5-outlet power strip","2017-08-21","67.84"
"Fellowes Command Center 5-outlet power strip","2017-11-25","13.568000000000001"
"Fellowes Desktop Hanging File Manager","2017-09-24","13.43"
"Fellowes High-Stak Drawer Files","2017-05-20","176.19"
"Fellowes High-Stak Drawer Files","2017-09-02","176.19"
"Fellowes Mighty 8 Compact Surge Protector","2017-05-08","20.27"
"Fellowes Mobile File Cart  Black","2017-01-21","49.74400000000001"
"Fellowes Mobile File Cart  Black","2017-07-10","49.744"
"Fellowes Mobile File Cart  Black","2017-08-01","62.18"
"Fellowes Mobile File Cart  Black","2017-12-02","62.18"
"Fellowes Mobile File Cart  Black","2017-12-21","62.18"
"Fellowes Neat Ideas Storage Cubes","2017-11-12","25.983999999999998"
"Fellowes Officeware Wire Shelving","2017-03-21","89.83"
"Fellowes Officeware Wire Shelving","2017-03-23","71.864"
"Fellowes Officeware Wire Shelving","2017-06-11","71.864"
"Fellowes Officeware Wire Shelving","2017-09-09","89.83"
"Fellowes Officeware Wire Shelving","2017-11-30","89.83"
"Fellowes PB200 Plastic Comb Binding Machine","2017-07-01","169.99"
"Fellowes PB200 Plastic Comb Binding Machine","2017-07-31","169.99"
"Fellowes PB300 Plastic Comb Binding Machine","2017-08-18","310.392"
"Fellowes PB300 Plastic Comb Binding Machine","2017-08-19","387.99"
"Fellowes PB300 Plastic Comb Binding Machine","2017-09-26","310.392"
"Fellowes PB300 Plastic Comb Binding Machine","2017-11-10","310.392"
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","2017-09-10","254.198"
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","2017-10-13","1016.792"
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","2017-11-19","254.198"
"Fellowes Personal Hanging Folder Files  Navy","2017-06-10","15.58"
"Fellowes Personal Hanging Folder Files  Navy","2017-08-12","15.58"
"Fellowes Personal Hanging Folder Files  Navy","2017-12-01","12.464"
"Fellowes Personal Hanging Folder Files  Navy","2017-12-22","15.58"
"Fellowes Powershred HS-440 4-Sheet High Security Shredder","2017-10-01","154.99"
"Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","2017-08-15","48.92"
"Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","2017-09-11","48.92"
"Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","2017-09-29","48.92"
"Fellowes Recycled Storage Drawers","2017-10-22","111.02999999999999"
"Fellowes Smart Surge Ten-Outlet Protector  Platinum","2017-06-16","60.22"
"Fellowes Staxonsteel Drawer Files","2017-02-16","193.17"
"Fellowes Staxonsteel Drawer Files","2017-05-06","154.536"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","2017-05-03","95.43"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","2017-05-27","95.42999999999999"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","2017-08-21","95.43"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","2017-09-10","95.43"
"Fellowes Super Stor/Drawer Files","2017-08-18","161.55"
"Fellowes Super Stor/Drawer Files","2017-09-09","129.24"
"Fellowes Superior 10 Outlet Split Surge Protector","2017-01-01","7.612"
"Fellowes Superior 10 Outlet Split Surge Protector","2017-10-02","7.612"
"Fellowes Superior 10 Outlet Split Surge Protector","2017-11-12","38.06"
"Fellowes Superior 10 Outlet Split Surge Protector","2017-11-26","30.448"
"Fellowes Twister Kit  Gray/Clear  3/pkg","2017-05-27","2.412"
"Fellowes Twister Kit  Gray/Clear  3/pkg","2017-08-11","1.608"
"Fellowes Twister Kit  Gray/Clear  3/pkg","2017-12-11","8.040000000000001"
"Fellowes Twister Kit  Gray/Clear  3/pkg","2017-12-18","2.412"
"File Shuttle I and Handi-File","2017-05-29","17.808"
"File Shuttle II and Handi-File  Black","2017-03-06","33.89"
"File Shuttle II and Handi-File  Black","2017-03-16","27.112"
"File Shuttle II and Handi-File  Black","2017-11-19","33.89"
"First Data FD10 PIN Pad","2017-10-30","63.199999999999996"
"First Data TMFD35 PIN Pad","2017-12-04","142.8"
"Fiskars 8 Scissors  2/Pack","2017-09-18","17.24"
"Fiskars Softgrip Scissors","2017-04-23","10.98"
"Fiskars Softgrip Scissors","2017-09-22","10.98"
"Fiskars Spring-Action Scissors","2017-06-19","11.184"
"Fiskars Spring-Action Scissors","2017-12-17","13.98"
"Flat Face Poster Frame","2017-01-12","18.84"
"Flat Face Poster Frame","2017-02-17","15.072"
"Flat Face Poster Frame","2017-03-30","18.84"
"Flat Face Poster Frame","2017-05-18","7.5360000000000005"
"Flat Face Poster Frame","2017-08-27","15.072"
"Flexible Leather- Look Classic Collection Ring Binder","2017-04-11","3.7880000000000003"
"Flexible Leather- Look Classic Collection Ring Binder","2017-11-06","5.682"
"Floodlight Indoor Halogen Bulbs  1 Bulb per Pack  60 Watts","2017-11-20","15.52"
"Fluorescent Highlighters by Dixon","2017-01-01","3.184"
"Fluorescent Highlighters by Dixon","2017-03-06","3.98"
"Fluorescent Highlighters by Dixon","2017-06-26","3.98"
"Fluorescent Highlighters by Dixon","2017-09-13","3.184"
"G.E. Halogen Desk Lamp Bulbs","2017-05-20","6.98"
"G.E. Longer-Life Indoor Recessed Floodlight Bulbs","2017-09-29","5.312"
"G.E. Longer-Life Indoor Recessed Floodlight Bulbs","2017-12-28","2.656"
"GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack","2017-01-29","3.032"
"GBC DocuBind 200 Manual Binding Machine","2017-09-15","336.784"
"GBC DocuBind 300 Electric Binding Machine","2017-08-27","420.784"
"GBC DocuBind 300 Electric Binding Machine","2017-09-02","525.98"
"GBC DocuBind 300 Electric Binding Machine","2017-09-07","525.98"
